,address,bike_stands,last_update,lat,lng,name,status
169,202 RUE LECOURBE - 75015 PARIS,47,2017-09-29 22:54:08,48.84041618840877,2.295464906515111,15037 - GROULT,OPEN
170,2-4 RUE MORICE - 92110 CLICHY,25,2017-09-29 22:54:54,48.90066034942664,2.308569535028556,21106 - MORICE 2 (CLICHY),OPEN
171,87 BD COURCELLES - 75008 PARIS,29,2017-09-29 22:59:02,48.87818887641853,2.299296003861458,08055 - TERNES COURCELLES,OPEN
172,Parvis Nord Gare RER E ROSA PARKS - 75019 PARIS,40,2017-09-29 22:57:15,48.8972395463935,2.37504277378321,19111 - ROSA PARKS – GARE RER E,OPEN
173,PLACE LOUIS LEPINE - 75004 PARIS,24,2017-09-29 23:00:59,48.85525336084426,2.347356447642631,04002 - MARCHE AUX FLEURS,OPEN
174,66 RUE EMERIAU - 75015 PARIS,33,2017-09-29 23:02:35,48.84804578628324,2.284380633700994,15030 - LINOIS,OPEN
175,1 RUE DE BELFORT - 75011 PARIS,36,2017-09-29 23:02:28,48.85631717803066,2.383072452374457,11020 - CHARONNE,OPEN
176,RUE BALARD - 75015 PARIS,64,2017-09-29 22:57:48,48.84071436444365,2.278018571567725,15059 - CITROEN,OPEN
177,39 AVENUE GEORGE V - 75008 PARIS,24,2017-09-29 22:55:56,48.87040913507474,2.301123191744092,08549 - PLACE DUNANT,OPEN
178,RUE DE SAINT CLOUD / BOULEVARD HENRI SELLIER - 92150 SURESNES,51,2017-09-29 22:54:29,48.867565806130166,2.225998484960623,21501 - SELLIER (SURESNES),OPEN
179,6 RUE SARRETTE - 75014 PARIS,23,2017-09-29 23:02:16,48.827525292006904,2.331729378994153,14011 - ALESIA SARRETTE,OPEN
180,24 RUE DE MARIGNAN - 75008 PARIS,33,2017-09-29 22:54:38,48.8696161948985,2.306620834902348,08013 - MARIGNAN,OPEN
181,168 AVENUE DE PARIS - 94300 VINCENNES,22,2017-09-29 22:58:01,48.84633805388875,2.420247340474637,43001 - PARIS 1 (VINCENNES),OPEN
182,PLACE MONTGOLFIER - 94410 SAINT MAURICE,48,2017-09-29 22:53:10,48.815050006197445,2.459239414806482,44101 - PLACE MONGOLFIER (SAINT MAURICE),OPEN
183,2 RUE DE TURBIGO - 75001 PARIS,16,2017-09-29 22:54:28,48.86356704711952,2.347702021141098,01007 - ETIENNE MARCEL,OPEN
184,56 RUE FRANCOIS 1ER - 75008 PARIS,31,2017-09-29 22:58:11,48.86951797934417,2.302426218841562,08105 - FRANCOIS 1ER LINCOLN,OPEN
185,120 BOULEVARD MURAT - 75016 PARIS,56,2017-09-29 22:59:02,48.837555260014625,2.257972572706903,16042 - PORTE DE SAINT CLOUD,OPEN
186,57 RUE MARCADET - 75018 PARIS,47,2017-09-29 22:55:43,48.89045112096476,2.349057392968696,18022 - BARBES MARCADET,OPEN
187,4 RUE DE VALITON - 92110 CLICHY,25,2017-09-29 22:56:21,48.90249245151852,2.297840007374352,21101 - VALITON (CLICHY),OPEN
188,34 RUE DAREAU - 75014 PARIS,24,2017-09-29 22:53:47,48.830723214583635,2.336146557204349,14125 - DAREAU,OPEN
189,3 AVENUE MAURICE D'OCAGNE 75014 PARIS,33,2017-09-29 22:54:00,48.8239231685446,2.31657332931609,14115 - CITÉ UNIVERSITAIRE,OPEN
190,130 RUE LEGENDRE - 75017 PARIS,22,2017-09-29 22:56:18,48.88896161855884,2.322528975094376,17004 - LEGENDRE AVENUE DE CLICHY,OPEN
191,FACE 57 RUE NAVIER - 75017 PARIS,34,2017-09-29 22:59:47,48.89591411750011,2.322727367054828,17007 - NAVIER,OPEN
192,6 BOULEVARD DE REIMS - 75017 PARIS,33,2017-09-29 23:01:32,48.891834448210986,2.300144659954865,17116 - REIMS,OPEN
193,52 RUE DE CAUMARTIN - 75009 PARIS,23,2017-09-29 23:00:45,48.8745052459648,2.32847426086664,9104 - CAUMARTIN PROVENCE,OPEN
194,1 RUE JOSEPH SANSBOEUF - 75008 PARIS,18,2017-09-29 22:55:27,48.875353174464706,2.322884365751902,08008 - ROME SAINT LAZARE,OPEN
195,36 RUE DE SEVIGNE - 75003 PARIS,14,2017-09-29 22:54:10,48.856954148055344,2.362897420229539,03013 - RUE DE SEVIGNE,OPEN
196,30 RUE BOBILLOT - 75013 PARIS,26,2017-09-29 22:57:41,48.82860289084512,2.353034582951421,13023 - BOBILLOT VERLAINE,OPEN
197,12 RUE DE FONTENAY - 94300 VINCENNES,25,2017-09-29 23:01:23,48.84779066448261,2.444690887827985,43008 - FONTENAY (VINCENNES),OPEN
198,114 BIS RUE DES PYRENEES - 75020 PARIS,19,2017-09-29 22:55:49,48.85712940035504,2.404425625176959,20016 - PYRENEES VITRUVE,OPEN
199,8 RUE TARDIEU - 75018 PARIS,17,2017-09-29 22:54:18,48.88416326647457,2.341879802310627,18005 - TARDIEU,OPEN
200,20 avenue Marc Sangnier 75014 Paris,21,2017-09-29 23:02:32,48.8253258700605,2.31067065346762,14106 - STADE DIDOT,OPEN
201,1 RUE EVARISTE GALOIS - 75020 PARIS,30,2017-09-29 22:58:50,48.873338225236466,2.413239879550039,20120 - NOISY LE SEC,OPEN
202,42 BOULEVARD VICTOR - 75015 PARIS,43,2017-09-29 23:01:30,48.8335736182304,2.28548042091786,15107 -  PALAIS DES SPORTS,OPEN
203,DEV 1 RUE DES VOLONTAIRES - 75015 PARIS,31,2017-09-29 23:02:13,48.843542735006295,2.306558615574665,15013 - LECOURBE VOLONTAIRE,OPEN
204,RUE ANDRE JOINEAU / PLACE ANATOLE FRANCE - 93310 LE PRE SAINT GERVAIS,30,2017-09-29 23:02:16,48.883620233843736,2.403240318366616,33104 - JOINEAU (PRE SAINT GERVAIS),OPEN
205,6 RUE SAINT PAUL - 75004 PARIS,28,2017-09-29 23:01:59,48.852725972189546,2.360878343431665,04009 - VILLAGE SAINT PAUL,OPEN
206,76 RUE D'AUTEUIL - 75016 PARIS,33,2017-09-29 22:54:45,48.84795020779427,2.260659826137633,16034 - PORTE D'AUTEUIL,OPEN
207,62 RUE SAINT LAZARE - 75009 PARIS,39,2017-09-29 22:54:12,48.87685932729332,2.332762380011633,09029 - TRINITE,OPEN
208,27 ET 36 RUE DE LA BUTTE AUX CAILLES - 75013 PARIS,36,2017-09-29 23:00:25,48.827564379878744,2.34906350669476,13022 - BUTTE AUX CAILLES,CLOSED
209,2 RUE HARPIGNIES- 75020 PARIS,36,2017-09-29 22:59:46,48.85862166935013,2.409942553877677,20018 - HARPIGNIES,OPEN
210,"Cour du Havre - Face au 2, rue d'Amsterdam - 75008 PARIS",46,2017-09-29 22:57:41,48.87572,2.32668,08002 - GARE SAINT LAZARE - COUR DU HAVRE,OPEN
211,28 AVENUE GEORGE V - 75008 PARIS,32,2017-09-29 23:01:09,48.868165940558264,2.301274609316824,08047 - GEORGE V,OPEN
212,120 BOULEVARD FELIX FAURE - 93300 AUBERVILLIERS,33,2017-09-29 22:59:40,48.907885757266726,2.378838474064149,33009 - FELIX (AUBERVILLIERS),OPEN
213,1 RUE DU GRAND PRIEURE - 75011 PARIS,47,2017-09-29 22:57:03,48.8646494198968,2.369261438255258,11042 - OBERKAMPF,OPEN
214,7 AVENUE PASTEUR 92170 VANVES,24,2017-09-29 22:56:35,48.8250993292156,2.29250033145655,21707 - PASTEUR (VANVES),OPEN
215,FACE AU 37 RUE MORILLONS - 75015 PARIS,52,2017-09-29 23:02:27,48.83317977055646,2.299282641599619,15047 - DANTZIG,OPEN
216,5 RUE BRUNESEAU - 75013 PARIS,47,2017-09-29 22:57:11,48.8249528728704,2.38858067885378,13121 - BRUNESEAU - QUAI D'IVRY,OPEN
217,63 BOULEVARD DES INVALIDES - 75007 PARIS,45,2017-09-29 22:53:04,48.84776985682885,2.316183886729462,07001 - DUROC,OPEN
218,133 RUE DE L'ABBE GROULT - 75015 PARIS,12,2017-09-29 23:00:49,48.836058393856256,2.301865968384287,15039 - CHARLES VALLIN,OPEN
219,62 AVENUE HOCHE - 75008 PARIS,33,2017-09-29 22:58:47,48.87494475810723,2.29743857720451,08057 - HOCHE,OPEN
220,5 QUAI MALAQAIS - 75006 PARIS,17,2017-09-29 22:53:35,48.85761567856468,2.335831353037739,06001 - INSTITUT,OPEN
221,1 RUE DE LA PIERRE LEVEE - 75011 PARIS,23,2017-09-29 22:53:40,48.866331347902545,2.371097448471508,11109 - REPUBLIQUE PIERRE LEVEE,OPEN
222,PLACE DU MARQUIS DU VERCORS - 75020 PARIS,30,2017-09-29 22:56:37,48.877336,2.408573,20019 - MAQUIS DU VERCORS - PORTE DES LILAS,OPEN
223,FACE 83 RUE DE GERGOVIE - 75014 PARIS,36,2017-09-29 23:01:19,48.83088717455243,2.318882101207347,14027 - ALESIA GERGOVIE,OPEN
224,26-32 RUE PAUL VALERY - 75016 PARIS,34,2017-09-29 22:56:11,48.871361039775586,2.288866396041159,16104 - PAUL VALÉRY,OPEN
225,31 RUE LEON FROT - 75011 PARIS,18,2017-09-29 23:00:05,48.854963800335234,2.387217085372007,11111 - CHARONNE FROT,OPEN
226,2 RUE FELIX ZIEM - 75018 PARIS,24,2017-09-29 22:53:05,48.88949630486821,2.333393658804396,18111 - FELIZ ZIEM,OPEN
227,RUE LE BRIX ET MESNIN - 75014 PARIS,21,2017-09-29 22:57:30,48.82234096593411,2.327861653302471,14108 - JOURDAN LE BRIX ET MESNIN,OPEN
228,2 AVENUE MESSINE - 75008 PARIS,13,2017-09-29 23:01:47,48.87545720024482,2.315465494584916,08026 - MESSINE,OPEN
229,19 RUE D'ABBEVILLE - 75009 PARIS,15,2017-09-29 23:01:06,48.879223370628495,2.349147493536092,09002 - MAUBEUGE CONDORCET,OPEN
230,156 RUE DE CHARONNE - 75011 PARIS,32,2017-09-29 22:56:21,48.85560316202584,2.390546390619984,11019 - CHARONNE PHILIPPE AUGUSTE,OPEN
231,82 AVENUE SIMON BOLIVAR - 75019 PARIS,22,2017-09-29 22:54:02,48.87712417766737,2.374276509236151,19118 - BOLIVAR BURNOUF,OPEN
232,40 RUE BOU LANGERS - 75005 PARIS,17,2017-09-29 23:01:37,48.8462950317216,2.35222292160749,05022 - CARDINAL LEMOINE,OPEN
233,FACE 14 RUE HITTORFF - 75010 PARIS,17,2017-09-29 22:56:42,48.87208360886937,2.35766368561921,10009 - HITTORFF,OPEN
234,FACE 12 BOULEVARD PICPUS - 75012 PARIS,39,2017-09-29 22:55:34,48.839988788911874,2.400525668552064,12038 - BEL AIR,OPEN
235,14 RUE BOULARD - 75014 PARIS,43,2017-09-29 22:57:53,48.834390797006805,2.329303946545288,14036 - BOULARD DAGUERRE,OPEN
236,43 RUE BROCHANT - 75017 PARIS,35,2017-09-29 23:00:18,48.89032998912038,2.319730559929781,17005 - BROCHANT,OPEN
237,FACE 98 AV. HENRI MARTIN - 75016 PARIS,36,2017-09-29 23:01:23,48.863025315388256,2.268806550199479,16019 - HENRI MARTIN,OPEN
238,17 RUE BOBILLOT - 75013 PARIS,24,2017-09-29 23:01:57,48.82987537265954,2.35424653463425,13106 - BOBILLOT MERY,OPEN
239,15 ROND POINT RHIN DANUBE - 92100 BOULOGNE BILLANCOURT,52,2017-09-29 22:58:13,48.84064929857331,2.227978774754288,21007 - RHIN DANUBE (BOULOGNE BILLANCOURT),OPEN
240,100 QUAI DE JEMMAPES - 75010 PARIS,21,2017-09-29 23:02:25,48.8734627987082,2.36403505925044,10111 - JEMMAPES,OPEN
241,132 RUE JEAN LOLIVE - 93500 PANTIN,30,2017-09-29 22:53:06,48.89271966633131,2.412529571472175,35008 - LOLIVE 2 (PANTIN),OPEN
242,53 RUE DE MEAUX - 75019 PARIS,23,2017-09-29 22:57:24,48.8813548433424,2.37333118915558,19022 - MEAUX - SECRETAN,OPEN
243,27 RUE DE TANGER - 75019 PARIS,19,2017-09-29 22:52:36,48.886233417429835,2.368856390499634,19109 - PLACE DU MAROC,OPEN
244,45 AVENUE MARCEAU - 75008 PARIS,20,2017-09-29 22:59:04,48.868851708234864,2.298514048803577,08048 - MARCEAU,OPEN
245,55 RUE DU FAUBOURG MONTMARTRE - 75009 PARIS,34,2017-09-29 22:53:46,48.875329723153264,2.340772662331439,09014 - FAUBOURG MONTMARTRE,OPEN
246,25 RUE DE ROCHECHOUART - 75009 PARIS,33,2017-09-29 23:00:37,48.87789001497427,2.344785602987212,09108 - ROCHECHOUART MAUBEUGE,OPEN
247,46 BOULEVARD AUGUSTE BLANQUI - 75013 PARIS,25,2017-09-29 23:01:37,48.82998371071962,2.350403587821832,13009 - BLANQUI CORVISART,OPEN
248,6 RUE MATHIS - 75019 PARIS,55,2017-09-29 22:55:14,48.89067812943125,2.376142468863619,19006 - MATHIS,OPEN
249,2 RUE PAUL BODIN - 75017 PARIS,33,2017-09-29 22:52:57,48.89263392143244,2.317313258110739,17009 - BODIN AVENUE DE CLICHY,OPEN
250,3 RUE ROLAND BARTHES - 75012 PARIS,69,2017-09-29 23:00:07,48.84394917584249,2.37908134343237,12106 - BARTHES TROYES,OPEN
251,PLACE LEDIT DE NANTES - 75019 PARIS,30,2017-09-29 22:58:23,48.8887900267753,2.378500156138491,19125 - LEDIT DE NANTES,OPEN
252,93 AVENUE DE FONTAINEBLEAU - 94270 LE KREMLIN BICETRE,45,2017-09-29 23:00:39,48.8095823380351,2.36268350990116,42703 - FONTAINEBLEAU (KREMLIN BICETRE),OPEN
253,DEV 32 RUE PASQUIER - 75008 PARIS,39,2017-09-29 23:00:53,48.87320440102894,2.323658830743138,08016 - SQUARE LOUIS XVI,OPEN
254,26 RUE DUPLEIX - 75015 PARIS,48,2017-09-29 22:55:55,48.851454182127426,2.296710300930856,15025 - AMETTE,OPEN
255,2 RUE LACEPEDE - 75005 PARIS,55,2017-09-29 22:56:44,48.84367484543761,2.354615982683207,05031 - LACEPEDE,OPEN
256,90 RUE D'ASSAS - 75006 PARIS,33,2017-09-29 22:53:00,48.84373446877937,2.333428381875887,06008 - ASSAS LUXEMBOURG,OPEN
257,4 RUE DE VENTADOUR - 75001 PARIS,27,2017-09-29 23:02:33,48.866810653323,2.334388448251871,01116 - OPÉRA PYRAMIDES,OPEN
258,5 PLACE VIOLET - 75015 PARIS,48,2017-09-29 23:00:49,48.84479039026177,2.290541560154527,15033 - VIOLET,OPEN
259,AVENUE DE NOGENT - LA PORTE JAUNE - 75012 PARIS,40,2017-09-29 23:01:01,48.83884,2.46031,12130 - NOGENT - PORTE JAUNE,OPEN
260,RUE SIGMUND FREUD / PORTE CHAUMONT - 75019 PARIS,21,2017-09-29 22:56:20,48.88573329985865,2.397846415383189,19035 - PORTE CHAUMONT,OPEN
261,243 RUE DE CRIMEE - 75019 PARIS,56,2017-09-29 22:58:05,48.894104140316266,2.372946088467279,19001 - OURCQ CRIMEE,OPEN
262,AVENUE PASTEUR/AVENUE DE PARIS - 94160 SAINT MANDE,19,2017-09-29 22:52:35,48.845779219164555,2.42377059524055,41603 - PASTEUR (SAINT MANDE),OPEN
263,FACE 112 BOULEVARD DE ROCHECHOUART - 75018 PARIS,20,2017-09-29 22:54:56,48.88219420395092,2.340651849622331,18041 - MARTYRS 2,OPEN
264,138 RUE DE MENILMONTANT - 75020 PARIS,25,2017-09-29 22:59:23,48.87013645868239,2.396690612876254,20119 - SQUARE DE MENILMONTANT,OPEN
265,107 COURS DE VINCENNES - 75020 PARIS,48,2017-09-29 22:53:31,48.8473310531154,2.4103900081973,20047 - COURS DE VINCENNES BD DAVOUT,OPEN
266,FACE 6 BOULEVARD DE GRENELLE - 75015 PARIS,32,2017-09-29 22:59:09,48.853844054333514,2.289705348222022,15026 - BIR HAKEIM,OPEN
267,20 RUE SAINT FIACRE - 75002 PARIS,36,2017-09-29 23:00:02,48.87078277953678,2.345905811394424,02022 - BONNE NOUVELLE SAINT FIACRE,OPEN
268,33 RUE DES PYRENEES - 75020 PARIS,12,2017-09-29 23:00:27,48.850285280635795,2.406296107816583,20006 - PYRÉNÉES - PLAINE,OPEN
269,24 AVENUE DE LA PORTE DE SAINT CLOUD - 75016 PARIS,32,2017-09-29 22:52:33,48.838713363162405,2.252191060537607,16044 - STADE FRANCAIS,OPEN
270,8 AVENUE CARNOT - 75017 PARIS,32,2017-09-29 23:02:36,48.87553842110213,2.293732100169925,17033 - CARNOT,OPEN
271,262 RUE DES PYRENEES - 75020 PARIS,26,2017-09-29 22:55:46,48.86941289116132,2.395039981220676,20035 - PYRENEES,OPEN
272,29 BOULEVARD DE LA CHAPELLE - 75018 PARIS,23,2017-09-29 22:57:04,48.88457006316311,2.360215572664323,18040 - CHAPELLE MARX DORMOY,OPEN
273,4 RUE DES PETITS HOTELS - 75010 PARIS,15,2017-09-29 22:58:56,48.877356057652264,2.354511445637388,10021 - MARCHE ST QUENTIN,OPEN
274,5 RUE DES PETITES ECURIES - 75010 PARIS,28,2017-09-29 22:59:29,48.872939767837096,2.35403448428308,10006 - PETITES ECURIES,OPEN
275,37 RUE DU RUISSEAU - 75018 PARIS,33,2017-09-29 23:00:39,48.892895283967825,2.340119632436559,18026 - RUISSEAU ORDENER,OPEN
276,53 AVENUE PAUL DOUMER - 75016 PARIS,33,2017-09-29 22:55:26,48.860116109626574,2.280840481911055,16016 - PAUL DOUMER / LA TOUR,OPEN
277,28BIS AVENUE CORENTIN CARIOU - 75019 PARIS,30,2017-09-29 22:59:06,48.89654905978759,2.384649644021933,19009 - CITE DES SCIENCES,OPEN
278,36 AVENUE SIMON BOLIVAR - 75019 PARIS,24,2017-09-29 23:01:48,48.875070404063074,2.382591714979966,19101 - SIMON BOLIVAR,OPEN
279,1 AVENUE DE LA PORTE DE SAINT OUEN - 75017 PARIS,42,2017-09-29 23:01:15,48.89792240854517,2.32851451022192,17044 - PORTE DE SAINT OUEN,OPEN
280,146 BOULEVARD DIDEROT - 75012 PARIS,21,2017-09-29 23:00:23,48.847653880984645,2.390238633141864,12107 - DIDEROT BOURDAN,OPEN
281,35 BOULEVARD DES INVALIDES - 75007 PARIS,42,2017-09-29 22:53:43,48.85167822904787,2.314633840627834,07014 - SAINT FRANCOIS XAVIER,OPEN
282,13 BOULEVARD EDGAR QUINET - 75014 PARIS,27,2017-09-29 23:02:11,48.84115621648301,2.324448789519074,14001 - EDGAR QUINET,OPEN
283,1 - 3  et 5 avenue Courteline (angle boulevard Soult) - 75012 PARIS,50,2017-09-29 23:01:09,48.844373193657,2.41097245166824,12021 - COURTELINE,OPEN
284,76 RUE DU TEMPLE - 75003 PARIS,18,2017-09-29 23:02:34,48.861581157730946,2.35660934144383,03009 - TEMPLE 113,OPEN
285,19 PLACE DE LA REPUBLIQUE - 75003 PARIS,18,2017-09-29 22:59:17,48.86707,2.36351,03004 - REPUBLIQUE 23,OPEN
286,FACE 1 AVENUE AMBROISE RENDU - 75019 PARIS,17,2017-09-29 22:57:39,48.88365921093733,2.395719508193907,19105 - PORTE BRUNET,OPEN
287,6 RUE DAMREMONT - 75018 PARIS,18,2017-09-29 22:54:48,48.88727464264267,2.332648363845394,18001 - DAMREMONT CAULAINCOURT,OPEN
288,84 RUE DE LOURMEL - 75015 PARIS,23,2017-09-29 23:00:16,48.844974,2.287283,15108 - LOURMEL - MARIE SKOBTSOV,OPEN
289,54 BOULEVARD MENILMONTANT - 75020 PARIS,56,2017-09-29 22:58:05,48.863411107404715,2.387133957573714,20030 - PERE LACHAISE,OPEN
290,02 RUE DANIEL CASANOVA - 75002 PARIS,20,2017-09-29 22:57:35,48.867623078056845,2.333268593101536,02020 - OPERA CASANOVA,OPEN
291,4 RUE BOYER BARRET - 75014 PARIS,22,2017-09-29 22:59:47,48.833139,2.317377,14104 - LOSSERAND BOYER-BARRET,OPEN
292,3 RUE DE CHARONNE - 75011 PARIS,32,2017-09-29 22:53:03,48.852255290042486,2.374027235613735,11004 - CHARONNE SAINT ANTOINE,OPEN
293,16 RUE JEAN BOLOGNE - 75016 PARIS,17,2017-09-29 22:56:38,48.857566889784465,2.280027395306772,16022 - RUE JEAN BOLOGNE,OPEN
294,"35, rue de la Gare - 75019 PARIS",30,2017-09-29 23:02:34,48.90162,2.37267,19106 - GARE EMGP,OPEN
295,FACE 11 PLACE D'ITALIE - 75013 PARIS,40,2017-09-29 22:58:50,48.831582643774894,2.356708420760657,13010 - PLACE D ITALIE AURIOL,OPEN
296,182 BOULEVARD BERTHIER - 75017 PARIS,36,2017-09-29 22:58:12,48.88591312825616,2.293234151072418,17107 - BERTHIER STUART MERRIL,OPEN
297,67-69 RUE DE CROULEBARBE - 75013 PARIS,34,2017-09-29 23:02:09,48.831121775069235,2.348108654777346,13101 - CROULEBARBE RECULETTES,OPEN
298,71 AVENUE VLADIMIR LITCH LENINE - 94110 ARCUEIL,30,2017-09-29 23:00:11,48.8127462,2.3316847,42503 - LENINE (ARCUEIL/GENTILLY),OPEN
299,GARE D'AUSTERLITZ - 75013 PARIS,55,2017-09-29 22:56:21,48.84151,2.36543,13151 - GARE D'AUSTERLITZ,OPEN
300,1 AVENUE FRANKLIN ROOSEVELT - 75008 PARIS,36,2017-09-29 23:01:02,48.865346269362675,2.310193787964762,08029 - PLACE DU CANADA,OPEN
301,2 RUE LAKANAL - 75015 PARIS,55,2017-09-29 23:00:52,48.844425919545365,2.29404143328216,15034 - COMMERCE,OPEN
302,4 RUE DES FILLES DU CALVAIRE - 75003 PARIS,32,2017-09-29 22:58:51,48.86213223497159,2.364951386893752,03003 - TURENNE BRETAGNE,OPEN
303,10 RUE EUGENE OUDINE - 75013 PARIS,44,2017-09-29 22:56:59,48.825712903519616,2.375044300094851,13046 - OUDINE PATAY,OPEN
304,44 RUE PELLEPORT - 75020 PARIS,15,2017-09-29 22:57:14,48.86500081847653,2.403980836377493,20023 - PELLEPORT BELGRAND,OPEN
305,FACE 29 RUE JEAN JACQUES ROUSSEAU - 75001 PARIS,22,2017-09-29 22:56:07,48.86299816676784,2.341555077827231,01012 - BOURSE DU COMMERCE,OPEN
306,RUE DE LA POTERNE DES PEUPLIERS - 75013 PARIS,54,2017-09-29 22:57:41,48.818574415839485,2.353260183740912,13111 - CIMETIERE DE GENTILLY,OPEN
307,128 AVENUE DANIEL CASANOVA - 94200 IVRY,25,2017-09-29 22:59:26,48.81420628475591,2.384207013557983,42008 - CASANOVA (IVRY),OPEN
308,AVENUE DAUMESNIL - 75012 PARIS,58,2017-09-29 23:00:04,48.833654852830335,2.413463576486826,12041 - BOIS DE VINCENNES,OPEN
309,64 RUE DE MADAME DE SANZILLON - 92110 CLICHY,22,2017-09-29 22:56:20,48.903676702256305,2.319176657580128,21104 - SANZILLON (CLICHY),OPEN
310,45 RUE DES BOULETS - 75011 PARIS,23,2017-09-29 22:58:56,48.852193095437535,2.3890216505832,11009 - RUE DES BOULETS,OPEN
311,8 RUE MANIN - 75019 PARIS,23,2017-09-29 23:01:59,48.8830298392804,2.38634884002286,19031 - MANIN CRIMEE,OPEN
312,47 RUE VOLTAIRE - 92300 LEVALLOIS-PERRET,25,2017-09-29 22:53:47,48.891962328964816,2.284204990113615,23010 - VOLTAIRE (LEVALLOIS),OPEN
313,01 RUE LALLIER - 75009 PARIS,29,2017-09-29 22:58:11,48.88103214901626,2.340774412117837,09017 - TRUDAINE MARTYRS,OPEN
314,61 RUE DE BERCY - 75012 PARIS,36,2017-09-29 23:01:01,48.83772145898209,2.382217337050408,12026 - PARC DE BERCY,OPEN
315,71 BOULEVARD DIDEROT - 75012 PARIS,21,2017-09-29 23:01:29,48.847296310645035,2.385707672217665,12012 - REUILLY DIDEROT,OPEN
316,3 RUE PASCAL - 75005 PARIS,49,2017-09-29 23:02:22,48.83899382454321,2.34993205295774,05026 - MOUFFETARD SAINT MEDARD,OPEN
317,12 BD DES FILLES DU CALVAIRE - 75011 PARIS,42,2017-09-29 22:58:19,48.861205051934334,2.367352328799597,11045 - SAINT SEBASTIEN FROISSARD,OPEN
318,7 RUE JEAN POULMARCH - 93260 LES LILAS,27,2017-09-29 22:58:07,48.8794000532367,2.41616066183218,32602 - POULMARCH (LES LILAS),OPEN
319,12 RUE ETIENNE JOGELLE - 75018 PARIS,33,2017-09-29 22:55:54,48.88794016394694,2.326124420314341,18046 - FOURCHE,OPEN
320,14 RUE DE MARSEILLE - 75010 PARIS,56,2017-09-29 23:00:38,48.8716626619994,2.363933311380362,10014 - BEAUREPAIRE,OPEN
321,1 AVENUE DE LA PORTE DE LA VILLETTE - 75019 PARIS,27,2017-09-29 22:55:30,48.89849005307383,2.386120008210507,19115 - PORTE DE LA VILLETTE,OPEN
322,4 PLACE DU CARDINAL LAVIGERIE - 75012 PARIS,46,2017-09-29 22:59:10,48.832934193699835,2.402636749399156,12113 - CARDINAL LAVIGERIE,OPEN
323,300 RUE DES PYRENEES - 75020 PARIS,47,2017-09-29 22:59:12,48.87215737993568,2.391739173776302,20042 - PYRENEES ERMITAGE,OPEN
324,QUAI BRANLY - 75007 PARIS,60,2017-09-29 22:55:29,48.860897797941,2.29559959844703,07023 - BOURDONNAIS TOUR EIFFEL,OPEN
325,70 - 72 RUE LEPIC - 75018 PARIS,22,2017-09-29 23:01:03,48.8875730709534,2.33432733641793,18113 - LEPIC,OPEN
326,FACE 109 BOULEVARD SERURIER - 75019 PARIS,18,2017-09-29 22:52:56,48.8806060535742,2.3978962906105,19027 - SERRURIER,OPEN
327,RUE GABRIEL PERI ANGLE AVENUE JAURES - 93310 LE PRE SAINT GERVAIS,18,2017-09-29 22:54:13,48.886526983267544,2.407468689386476,33102 - JAURES 1 (PRE SAINT GERVAIS),OPEN
328,53 RUE MIGUEL HIDALGO - 75019 PARIS,16,2017-09-29 22:57:06,48.88195317244523,2.392496216649528,19026 - DANUBE,OPEN
329,34 BOULEVARD DE REIMS - 75017 PARIS,36,2017-09-29 22:54:49,48.88880002064895,2.296319931841717,17028 - PORTE DE COURCELLE,OPEN
330,143 BOULEVARD DE PEREIRE - 75017 PARIS,23,2017-09-29 23:00:23,48.88363915389933,2.295152067446227,17030 - RENNEQUIN PEREIRE,OPEN
331,1 RUE DE LA FIDELITE - 75010 PARIS,13,2017-09-29 22:56:53,48.874575036780286,2.356796765204903,10017 - GARE DE L'EST SAINT LAURENT,OPEN
332,01 RUE CAUCHY - 75015 PARIS,49,2017-09-29 22:56:41,48.84341723238589,2.275108332056225,15103 - SQUARE DES CÉVENNES,OPEN
333,FACE 80 RUE BOTZARIS - 75019 PARIS,17,2017-09-29 22:59:16,48.8795614522371,2.38896041078391,19025 - BOTZARIS,OPEN
334,1 RUE DU CDT RIVIERE - 75008 PARIS,27,2017-09-29 22:58:50,48.872787680846464,2.309722588932229,08033 - SAINT PHILIPPE DU ROULE,OPEN
335,1 RUE SAINT BON - 75004 PARIS,19,2017-09-29 22:59:57,48.857999643314926,2.350217280976349,04018 - RIVOLI SEBASTOPOL,OPEN
336,91 RUE MICHEL ANGE - 75016 PARIS,26,2017-09-29 22:56:47,48.840610399663696,2.258373658198948,16118 - MICHEL ANGE,OPEN
337,11 RUE THOREL - 75002 PARIS,16,2017-09-29 23:00:12,48.87000061719652,2.348995518049354,02107 - THOREL,OPEN
338,Pyramide  (proche rond-point Route de la Ferme) - 75012 PARIS,33,2017-09-29 22:56:54,48.82256,2.45877,12128 - ROUTE DE LA PYRAMIDE- ECOLE DU BREUIL,OPEN
339,13 RUE DES GATINES - 75020 PARIS,24,2017-09-29 22:59:16,48.8653941647232,2.397814475307571,20025 - GAMBETTA GATINES,OPEN
340,49 RUE DE LA TOMBE D'ISSOIRE - 75014 PARIS,36,2017-09-29 23:01:05,48.83055599940998,2.33378329803361,14009 - COTY TOMBE D'ISSOIRE,OPEN
341,140 AVENUE PARMENTIER - 75011 PARIS,53,2017-09-29 23:02:32,48.86946960532872,2.371536810663942,11035 - GONCOURT,OPEN
